time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,Age,Cohort_DJFavg,NEET_not_known_percent,NEET_percent,Notknown_percent,annual_change_ppts_NEET_not_known,annualchange_NEET,annualchange_notknown,cohort_March,TOTAL_participating_in_education_and_training_percent,Full_time_education_percent,Apprenticeship_percent,Other_education_and_training_percent,annual_change_Participation_in_education_training,annual_change_FTE,annual_change_apprenticeship,annual_change_other_education_training,September_guarantee_Offer_made_percent,September_guarantee_annual_change_ppts,cohort_noSEN_percent,NEET_NK_noSEN_percent,cohort_EHCP_percent,NEET_NK_EHCP_percent,cohort_SENDsupport_percent,NEET_NK_SENDsupport_percent,VG_cohort_DJF_avg,VG_cohort_percentage,VG_NEET_NK_percentage,Level_3,L2_em_GCSE_othL2,avg_att8,pt_l2basics_94,sess_overall_percent,sess_overall_percent_pa_10_exact,Age1617_ONS_population,NEET_NK_quintile,NEET_quintile,Notknown_quintile,Participation_ET_quintile,Sep_guarantee_quintile,NEET_NK_NoSEN_quintile,NEET_NK_EHCP_quintile,NEET_NK_SENDsupport_quintile,VG_NEET_NK_percentage_quintile
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,16-17,4064,5.6,4.4,1.1,0.6,0.3,0.3,4091,91.6,86.8,3.6,1.1,0.5,1.8,-1.4,0.1,94.1,-1.2,,,,,,,,,,50.3,27.5,45.7,65.2,,,4412,4,5,2,1,2,,,,
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,16-17,3175,4.9,3.1,1.8,-10,1.5,-11.5,3179,91.8,87.4,2.5,2,2.2,3.5,-1.4,0,92.6,35.3,,,,,,,,,,61.5,26.2,54,72.4,,,3341,3,3,3,2,1,,,,
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,16-17,3913,4.4,3.7,0.7,0.2,0.5,-0.3,3920,94.4,91.4,1.7,1.3,1.9,2.7,-1.5,0.7,94.4,-1.1,,,,,,,,,,72.8,33.7,55.9,77.3,,,3982,2,4,1,4,2,,,,
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,16-17,4414,7.6,4.4,3.1,1.3,0.3,1,4409,89.3,83.6,3.6,2.2,-0.6,0.2,-1,0.3,94.7,-0.6,,,,,,,,,,47.7,28.6,46.4,63,,,4813,5,5,4,1,2,,,,
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,16-17,22617,9.5,1.4,8.1,5.7,-0.1,5.8,22657,92.2,88.5,3,0.6,-0.9,0.5,-1.1,-0.3,67.2,-27,,,,,,,,,,63.1,31.3,53.6,78.2,,,28315,5,1,5,2,1,,,,
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,16-17,3466,2.6,2.1,0.5,0.1,0.5,-0.4,3460,94.3,86.4,5.1,2.7,0.1,2.1,-2.3,0.3,97.9,-0.1,,,,,,,,,,60.1,30.7,51.9,74.9,,,3978,1,2,1,4,4,,,,
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,16-17,17207,7.7,2.2,5.4,-4.3,-0.1,-4.2,17207,91.6,88.7,2.1,0.7,3.9,4.3,-0.8,0.4,90.2,0.9,,,,,,,,,,57.6,28.4,50.3,72.2,,,18453,5,2,5,1,1,,,,
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,16-17,3094,4.7,1.5,3.2,-1.5,0,-1.6,3094,94.7,91.2,2.7,0.9,-0.2,1.4,-1,-0.6,94.3,-0.5,,,,,,,,,,68.1,32.5,52.8,78.1,,,4083,3,1,4,4,2,,,,
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,16-17,3737,4,2.1,1.9,-0.5,0.5,-1,3758,95.3,91.7,2.7,0.9,0.8,1.1,-0.4,0.1,96.2,-0.1,,,,,,,,,,67.7,30.9,55.9,81.6,,,4360,2,2,3,4,3,,,,
2021,Calendar year,Regional,E92000001,England,E12000009,South West,,,,16-17,111788,6,3,3,-0.5,0.1,-0.6,111798,91.9,85.4,4.7,1.7,0.9,2.5,-1.4,-0.2,91.3,-1.2,,,,,,,,,,56.1,28.5,50.4,72.3,,,119447,z,z,z,z,z,,,,
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,16-17,3250,8.1,2.2,5.9,1.2,-0.1,1.3,3257,92,89.2,2.2,0.6,2.2,2.5,-0.3,0,82.6,3.8,,,,,,,,,,57.6,31.6,53.3,76.3,,,3947,5,2,5,2,1,,,,
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",16-17,8671,6.8,3.5,3.3,-8.2,0.4,-8.6,8678,90.5,86.2,3.4,0.9,7.9,8.3,-0.9,0.5,87,-5.8,,,,,,,,,,52.2,25.2,48.6,67.3,,,8926,4,4,5,1,1,,,,
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,16-17,11329,5.8,3.7,2,-0.5,-0.1,-0.4,11320,91.3,85.1,4.7,1.5,0,2.6,-2.1,-0.4,95.5,-0.2,,,,,,,,,,55.5,28.5,48.8,69.7,,,12017,4,4,3,1,3,,,,
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,16-17,15651,5.1,3.3,1.8,0,0.1,-0.1,15639,92,84.4,5.9,1.7,0,1.3,-1.6,0.3,95.7,0.1,,,,,,,,,,54.9,28.7,50.2,73.2,,,16296,3,4,3,2,3,,,,
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,16-17,7296,5.3,3.3,2.1,0.2,0.1,0,7284,91.6,84.7,5.3,1.6,0.8,2.7,-2.1,0.2,94.6,0,,,,,,,,,,56.1,32.4,49.7,71.1,,,7998,3,4,4,1,2,,,,
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,16-17,13135,4,2.5,1.5,0.5,0.3,0.1,13171,92.9,85.1,4.5,3.3,1.1,2.3,-1.6,0.4,97.4,0.4,,,,,,,,,,60.1,30.5,52.9,75.2,,,14203,2,3,3,3,4,,,,
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,16-17,4564,7.4,2.8,4.6,1.1,-0.2,1.3,4563,92.4,87.2,3.9,1.4,0.1,3.1,-2.8,-0.2,91,-0.5,,,,,,,,,,61.3,30.2,50.2,73.5,,,4631,5,3,5,2,1,,,,
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,16-17,5376,6.8,4.2,2.6,0.5,0.1,0.4,5377,91.2,80.3,9.3,1.6,-0.8,1.5,-2.2,-0.1,95.1,0.1,,,,,,,,,,50.5,29.1,48.5,69,,,5338,5,5,4,1,2,,,,
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,16-17,11391,6.9,3.4,3.5,-1,0.1,-1.1,11378,91.4,84.6,5.6,1.2,1.1,3.3,-1.8,-0.4,93.1,1.4,,,,,,,,,,55.2,26.6,48.4,69.8,,,12375,5,4,5,1,1,,,,
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,16-17,5814,6.9,1.1,5.8,0.5,-0.4,0.9,5839,93.9,84.7,6.6,2.6,-0.5,1.6,-1.9,-0.2,85.5,-9.1,,,,,,,,,,52.1,29.7,49.6,72.6,,,6169,5,1,5,3,1,,,,
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,16-17,5124,6.7,1.9,4.8,-1.4,-0.3,-1,5115,92.8,88.5,2.6,1.7,0.8,3.2,-1.6,-0.8,50.8,-10,,,,,,,,,,49.7,27.5,48.7,70,,,5018,4,2,5,3,1,,,,
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,16-17,2867,5.1,3.9,1.2,-1.2,0.2,-1.5,2863,92.9,88.1,3.4,1.4,1.3,2.8,-1.8,0.3,96.9,0.4,,,,,,,,,,56.5,19,51,69.8,,,2797,3,4,2,3,4,,,,
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,16-17,9810,7,1.9,5.1,1,0.2,0.8,9806,91,88.2,1.8,1,-1.6,-1.3,1.3,-1.7,94.3,0.9,,,,,,,,,,58.2,27.9,51.2,73.3,,,11779,5,2,5,1,2,,,,
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",16-17,7476,5.5,4.1,1.4,0.8,0.7,0.1,7475,91.6,84.5,4.6,2.6,1.9,3.3,-1.2,-0.1,90.3,-2.4,,,,,,,,,,60.6,28.2,54,78.2,,,7953,4,5,2,2,1,,,,
2021,Calendar year,Regional,E92000001,England,E12000005,West Midlands,,,,16-17,133185,5.7,2.6,3.1,0.4,0.3,0.1,133688,93.4,87.1,3.8,2.4,-0.1,1.3,-1.2,-0.2,94.9,-1.1,,,,,,,,,,55.5,25.7,49,68.6,,,137711,z,z,z,z,z,,,,
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,16-17,30683,8.5,2.8,5.7,0.7,0.5,0.1,31138,92,87.2,2.2,2.5,0,0.8,-1,0.2,90.9,-1.7,,,,,,,,,,60.1,26.4,49.2,67.1,,,29839,5,3,5,2,1,,,,
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,16-17,7750,4.4,2.3,2.1,-0.7,-0.8,0.1,7754,94.8,88.9,4.5,1.4,1,2,-0.9,-0.1,97.4,0.7,,,,,,,,,,52.8,23.9,47.2,66.9,,,7789,2,2,4,4,4,,,,
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,16-17,7306,5.7,3.1,2.7,-0.1,0.5,-0.5,7303,92.2,83.6,4.8,3.8,0.3,2.3,-1.9,-0.1,95.6,-0.6,,,,,,,,,,51.8,26.1,47.2,66.2,,,7585,4,3,4,2,3,,,,
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,16-17,8600,2.9,1.9,1,-0.2,0.3,-0.5,8600,95.9,90.5,2.3,3.2,0.5,1.7,-0.8,-0.4,99.3,0.2,,,,,,,,,,49.3,24.5,46.1,61.2,,,8175,1,2,2,5,5,,,,
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,16-17,5783,10.3,2,8.3,3.1,-0.3,3.4,5783,90.7,85.8,4.1,0.8,-1.7,1.2,-0.6,-2.3,83.9,-12.3,,,,,,,,,,57.9,28.2,49.5,71.7,,,7118,5,2,5,1,1,,,,
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,16-17,4997,4.4,3.6,0.8,0.7,0.6,0.1,4992,95.7,89.7,3.9,2.1,0.2,2.3,-2,-0.1,97.4,0.3,,,,,,,,,,59.7,28.1,50.4,74.3,,,5185,2,4,1,5,4,,,,
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,16-17,17936,3.4,1.9,1.6,0.5,0,0.6,17950,94.6,87.1,5.1,2.4,0,3.9,-2.7,-1.2,98.2,-0.3,,,,,,,,,,56.7,26.8,48.8,69.7,,,18976,1,2,3,4,5,,,,
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,16-17,5810,7,4.5,2.6,2.4,1.5,0.9,5798,90.2,77.9,5.5,6.9,-2.2,-0.9,-0.6,-0.7,97,-0.6,,,,,,,,,,49.2,23,46.3,63.8,,,5727,5,5,4,1,4,,,,
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,16-17,4155,7.4,4.7,2.7,-1.2,0.6,-1.8,4181,90.9,86.1,4,0.8,0.3,1.2,-0.6,-0.3,93.3,-0.4,,,,,,,,,,51.1,29.8,49.9,68.6,,,4282,5,5,4,1,2,,,,
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,16-17,6973,3.6,1.3,2.3,0.1,0.3,-0.2,6974,95.6,89.1,3.4,3,0.5,0.7,-0.8,0.6,99.3,0.3,,,,,,,,,,49.2,23.5,47.4,64.9,,,7082,2,1,4,5,5,,,,
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,16-17,11283,3.8,2,1.9,0.4,0.1,0.3,11310,94.7,89.4,4.4,1,-1.2,-0.3,-1.1,0.2,98.3,0.4,,,,,,,,,,58.4,24.5,52.6,75.6,,,12625,2,2,3,4,5,,,,
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,16-17,6003,3.5,2,1.5,0.2,-0.1,0.3,5999,96.1,91,2.1,3.1,0.6,1.5,-0.4,-0.5,98.7,0.3,,,,,,,,,,51.9,25.3,49.2,66.7,,,6266,1,2,3,5,5,,,,
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,16-17,12204,5.9,2.9,3,0.4,0.5,-0.1,12209,93.3,85.8,5.5,2,0,0.6,-0.8,0.2,90.4,-2.2,,,,,,,,,,54.8,24.1,49.5,70.5,,,13090,4,3,4,3,1,,,,
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",16-17,3703,5.9,3.8,2.1,-3.3,0.9,-4.2,3697,89.1,82.8,5.2,1.1,-0.8,0.5,-1.5,0.2,97.3,1.4,,,,,,,,,,54.1,25.3,50.3,73.3,,,3972,4,4,4,1,4,,,,
2021,Calendar year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,16-17,118605,6.3,3,3.3,0.7,0,0.7,118602,92.2,84.5,5.2,2.5,0,1.9,-1.7,-0.2,95.3,-0.2,,,,,,,,,,52.4,27.2,48.3,68.8,,,123285,z,z,z,z,z,,,,
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,16-17,4942,5.8,1.9,3.9,1.7,-0.6,2.2,5047,92.5,83.3,6.2,3,-0.4,2.1,-1.3,-1.2,99.8,-0.1,,,,,,,,,,48.4,24,46.1,66.6,,,5361,4,2,5,2,5,,,,
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,16-17,14530,6.6,3.8,2.8,2,0.9,1.1,14527,91.6,83.2,4.5,3.9,-1,1.5,-2,-0.6,94.8,0.1,,,,,,,,,,47.1,24.8,45.7,62.8,,,14800,4,4,4,2,2,,,,
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,16-17,4934,3.9,3.1,0.9,0.9,0.8,0.1,4924,92.4,85.4,6.2,0.8,-0.1,1.6,-1.7,0.1,96.4,0.3,,,,,,,,,,56.8,27.3,52.3,74.8,,,4998,2,3,1,2,3,,,,
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,16-17,6747,4.9,3.1,1.8,0.3,-0.3,0.5,6745,93.5,80,7.4,6.1,0.5,3.9,-2.3,-1.1,98.9,-0.5,,,,,,,,,,45.3,24,46.8,67.4,,,7045,3,3,3,3,5,,,,
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,16-17,6773,4.1,2.6,1.6,-0.5,0,-0.5,6781,94.1,84.8,7.2,2.1,0,2.2,-1.6,-0.5,94.5,-1.7,,,,,,,,,,57.8,33,49.9,73.2,,,7299,2,3,3,4,2,,,,
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",16-17,5780,5.3,4.8,0.6,-0.5,-0.6,0.2,5804,90.4,79.3,7.5,3.6,0.4,2.5,-2.7,0.6,97.4,0,,,,,,,,,,40.3,22.4,45.9,64.3,,,5391,3,5,1,1,4,,,,
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,16-17,10663,4.1,2.6,1.5,1,0.4,0.5,10677,93.1,87.1,5.6,0.4,0.1,1.4,-1.3,0,96.7,0.1,,,,,,,,,,58.9,32,48.6,69.4,,,10624,2,3,3,3,3,,,,
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,16-17,16458,7.9,2.3,5.6,0.7,-0.1,0.8,16455,91.5,85.9,3.6,2,-1.1,0.8,-2.6,0.7,93.3,1.6,,,,,,,,,,51.1,25.2,47.6,67.7,,,16451,5,2,5,1,2,,,,
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,16-17,3578,6.2,5.7,0.6,-0.3,-0.3,0.1,3568,90,81.1,6.3,2.6,2,4.5,-1.9,-0.6,95,-0.2,,,,,,,,,,47,31.1,43.2,63.5,,,3698,4,5,1,1,2,,,,
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,16-17,3725,5.1,2.3,2.8,0.9,0,0.9,3639,93.3,87.2,5.5,0.6,-1.6,-0.3,-1.5,0.1,87.5,-8.4,,,,,,,,,,51,22.9,47.6,71.3,,,3906,3,2,4,3,1,,,,
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,16-17,11598,11.4,1.1,10.2,2.5,0.2,2.4,11574,93.3,87.4,4.2,1.6,1.9,1.4,0.3,0.2,94.3,-1.2,,,,,,,,,,62.1,32.3,51.9,75.4,,,13762,5,1,5,3,2,,,,
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,16-17,6152,5.6,4,1.6,-0.1,0.3,-0.4,6142,91,81,5.1,4.9,-0.8,2.4,-2.4,-0.8,98.1,0.5,,,,,,,,,,45.4,28.1,48.1,68.6,,,5942,4,5,3,1,5,,,,
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,16-17,11824,7.4,4,3.4,0.6,-0.2,0.9,11822,91.3,83.4,5,2.9,0.2,2.6,-2,-0.4,92.2,0.3,,,,,,,,,,52,25.1,47.7,65.7,,,12521,5,4,5,1,1,,,,
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,16-17,7398,4.4,3,1.4,-1.3,-0.6,-0.7,7395,92.3,87.4,3.5,1.4,1.3,2.5,-0.8,-0.3,98.2,0.1,,,,,,,,,,52.6,29.3,48.8,69.7,,,7568,2,3,2,2,5,,,,
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,16-17,3503,3,1.8,1.2,-0.5,-0.6,0.1,3502,93.7,86.4,5.9,1.4,0.1,1.7,-1,-0.7,96.8,0.7,,,,,,,,,,60,28.6,54,77.4,,,3919,1,1,2,3,4,,,,
2021,Calendar year,Regional,E92000001,England,,Region demo,,,,16-17,120000,4.2,3.3,1.3,-0.4,-0.5,-0.3,,92.3,87.4,2.6,2.3,-0.4,-0.1,-0.5,-0.3,97.2,0.4,,4.5,,13.2,,11.5,,,20.9,61,29.1,50.2,78.9,7.5,20.3,121000,,,,,,,,,
2021,Calendar year,Local authority,E92000001,England,,Region demo,,,LA demo,16-17,6595,4.5,3.6,0.9,0.5,0.4,0.2,,96.5,89.1,3.2,4.2,-0.2,0.3,0.2,-0.1,97.5,-0.2,,3.7,,15.7,,10.1,,,18.2,65.2,30.7,55.6,79.9,8.2,22.3,4237,,,,,,,,,
