time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,Age,Cohort_DJFavg,NEET_not_known_percent,NEET_percent,Notknown_percent,annual_change_ppts_NEET_not_known,annualchange_NEET,annualchange_notknown,cohort_March,TOTAL_participating_in_education_and_training_percent,Full_time_education_percent,Apprenticeship_percent,Other_education_and_training_percent,annual_change_Participation_in_education_training,annual_change_FTE,annual_change_apprenticeship,annual_change_other_education_training,September_guarantee_Offer_made_percent,September_guarantee_annual_change_ppts,cohort_noSEN_percent,NEET_NK_noSEN_percent,cohort_EHCP_percent,NEET_NK_EHCP_percent,cohort_SENDsupport_percent,NEET_NK_SENDsupport_percent,VG_cohort_DJF_avg,VG_cohort_percentage,VG_NEET_NK_percentage,Level_3,L2_em_GCSE_othL2,avg_att8,pt_l2basics_94,sess_overall_percent,sess_overall_percent_pa_10_exact,Age1617_ONS_population,NEET_NK_quintile,NEET_quintile,Notknown_quintile,Participation_ET_quintile,Sep_guarantee_quintile
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,16-17,5994.7,6,2.1,4,-0.9,0.9,-1.8,6074,93.9,83.7,7,3.2,0,-1,0.4,0.6,95.7,10.3,83.8,5,3.8,7.7,12.3,12.5,c,c,c,53.8,35.3,50.9,73.9,5.4,23.5,6512,5,2,5,4,2
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,16-17,5315.7,6.5,1.6,4.9,-0.2,-0.2,0.1,5314,92.1,87.1,3.6,1.4,-0.7,-1.4,1,-0.3,89.5,38.7,85.3,6,4.7,6.3,10,11.5,136.3,2.6,26.2,51.5,31.7,49.3,70.9,5.5,22.9,5350,5,1,5,2,1
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,16-17,2972.7,5.3,3.2,2.1,0.2,-0.7,0.9,2972,91.4,84.1,4.5,2.8,-1.6,-4,1.1,1.3,96.7,-0.2,78.7,4.1,8.1,8.5,13.3,10.6,117.7,4,20.4,60.2,28.5,51.3,72,6.4,22.1,2905,4,4,4,2,3
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,16-17,9780,4.3,2.2,2.1,-2.8,0.2,-3,9784,92.5,89.1,2.8,0.7,1.6,0.9,1,-0.3,94.8,0.5,85.4,3.7,4.6,5,10,8.9,218.3,2.2,20.2,60.8,32.9,51.4,72.7,5.1,22.6,12257,3,3,4,3,2
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",16-17,7709.7,4,3.4,0.5,-1.5,-0.7,-0.9,7733,90,81.7,5.7,2.6,-1.6,-2.8,1.1,0,94.6,4.3,78.3,3,5.1,8.4,16.7,7.2,425.3,5.5,15.8,63.4,29.2,54.2,78,5.1,24,8328,3,4,1,1,2
2022,Calendar year,Regional,E92000001,England,E12000005,West Midlands,,,,16-17,136729,5,2.2,2.7,-0.7,-0.3,-0.4,136842,93.2,86.8,4.4,2,-0.2,-0.3,0.6,-0.4,96.3,1.4,87.4,4.3,4.1,9.1,8.5,9.6,2500,1.8,21.8,57.4,31.4,49.5,69.5,5.7,22.3,144382,z,z,z,z,z
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,16-17,31660.3,6.6,2.5,4.1,-1.9,-0.3,-1.6,31608,92.8,88.1,3.1,1.6,0.9,0.9,0.9,-0.9,94.2,3.3,81.7,5.7,4.3,9.2,14,10.9,150.3,0.5,35.9,61.7,33.7,50.1,69.4,6.3,22.5,31309,5,3,5,3,1
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,16-17,7884.3,3.9,2.1,1.8,-0.5,-0.2,-0.3,7884,94.2,89.1,3.5,1.5,-0.6,0.2,-1,0.2,98.6,1.2,91.9,3.6,3.9,8.9,4.2,4.5,318.7,4,16.7,54.7,30.1,48,68.2,5.5,22,8201,3,2,4,4,5
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,16-17,7349.3,8.6,2,6.6,2.9,-1.1,3.9,7344,93.5,85.4,6.1,2,1.3,1.8,1.3,-1.8,88.7,-6.9,84.7,7.9,4.6,15.1,10.7,11.1,246.7,3.4,21.5,55.2,27.8,47.6,66.7,5.8,22.1,8002,5,2,5,3,1
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,16-17,8971,2.1,1.4,0.7,-0.8,-0.5,-0.3,9039,95.4,89.7,2.8,2.9,-0.5,-0.7,0.5,-0.3,99.5,0.1,93.7,1.9,2.9,6.4,3.4,4.1,151.3,1.7,10.6,51.1,32.6,46.9,61.6,5.2,21.4,8737,1,1,2,4,5
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,16-17,5687.3,5.9,1.7,4.2,-4.4,-0.3,-4.1,5687,92.5,88.1,3.6,0.9,1.8,2.3,-0.5,0,99.3,15.4,87.5,5.4,5.2,9.4,7.3,9.5,30.7,0.5,12,58.1,34.3,49.9,73.2,5.5,22.3,7365,4,2,5,3,5
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,16-17,5057,3.9,3.2,0.7,-0.5,-0.4,-0.1,5052,95,87.4,4.5,3.1,-0.7,-2.3,0.6,1,97.9,0.4,85.5,3,4.9,10.6,9.6,9.1,111.3,2.2,36.2,62.6,33.8,51,74.4,5.9,22.1,5429,3,4,2,4,4
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,16-17,18299.7,3.3,1.8,1.5,-0.1,-0.1,0,18351,93.8,85.8,6,2,-0.8,-1.3,0.9,-0.4,98.5,0.3,87.3,2.9,4.7,7.9,8,5.2,203,1.1,25.5,57.6,31,49.3,70.2,5,21.6,19644,2,2,3,4,5
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,16-17,6021.7,10.5,3.6,6.9,3.5,-0.8,4.3,5995,84.5,72.6,6.4,5.5,-5.7,-5.3,0.9,-1.3,93.2,-3.8,84.4,9.1,5.4,15.3,10.3,19.4,248.7,4.1,33.1,50.2,26.9,45.1,63.4,6.5,21.7,6024,5,5,5,1,1
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,16-17,4282.7,4.5,2.8,1.7,-2.9,-1.9,-1,4285,90.9,85.4,4.5,0.9,0,-0.7,0.5,0.1,95.8,2.5,88.4,4.4,6,3.1,5.6,7.1,27.3,0.6,34.1,55.2,29.4,50.2,67.2,5.7,22.8,4581,3,3,3,1,2
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,16-17,7096,2.8,1.3,1.5,-0.8,-0.1,-0.8,7111,95.5,89,3.4,3.1,-0.1,-0.2,0.1,0.1,99,-0.3,96.5,2.7,1.7,6,1.8,3.4,176,2.5,10.2,53,27.8,47.5,65,6.4,22.2,7511,1,1,3,5,5
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,16-17,11829.7,3.4,1.7,1.7,-0.5,-0.3,-0.2,11839,94.9,89.4,4.3,1.3,0.2,0,-0.1,0.3,98.7,0.4,92.8,3.1,2.6,7.4,4.5,6.5,515,4.4,20.5,61.7,31.4,52.9,76.3,5.6,24.3,13214,2,2,3,4,5
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,16-17,6209.7,2.8,1.7,1.1,-0.7,-0.3,-0.4,6264,96.2,90.2,2.9,3.1,0.1,-0.8,0.8,0,99,0.2,95.3,2.5,4,9.2,0.7,11.3,103.3,1.7,12.3,50.9,29.2,50,68.1,5.1,21.5,6650,1,2,2,5,5
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,16-17,12686.7,5.6,3,2.6,-0.3,0.1,-0.4,12684,92,83.9,6.5,1.6,-1.3,-1.9,1,-0.4,93.3,2.9,84.8,4.9,4.4,8.6,10.8,10.3,158.3,1.2,20.6,56.7,31,49.6,71,5.1,21.8,13654,4,4,4,2,1
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",16-17,3693.7,4.3,3.6,0.7,-1.6,-0.2,-1.4,3699,90.4,83.8,5.5,1.1,1.4,1,0.3,0.1,97,-0.3,83.4,3.6,3.4,7,13.3,8.1,58.3,1.6,23.4,55.9,35.8,50.6,73.7,5.5,22.8,4061,3,4,2,1,4
2022,Calendar year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,16-17,122355.3,5.3,2.9,2.4,-1,0,-0.9,122590,91.9,83.3,6.1,2.5,-0.3,-1.1,0.9,-0.1,95.3,0.1,87.5,4.7,4.4,9.4,8.1,9.7,3790,3.1,21.4,54.6,32,49.1,70,6.1,23.3,130268,z,z,z,z,z
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,16-17,5206,5.4,2.7,2.8,-0.4,0.8,-1.2,5347,92.6,83.6,5.1,3.8,0,0.3,-1.1,0.8,99.9,0.1,84.9,4.8,6.4,7.2,8.6,10.4,70.7,1.4,11.8,48.3,29.8,46.3,66.2,6.4,25.5,5681,4,3,4,3,5
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,16-17,14750.3,5.9,2.9,3,-0.7,-0.9,0.2,14756,92.3,84.9,5,2.4,0.7,1.7,0.6,-1.6,93,-1.8,83.2,5.2,4.2,10.5,12.6,9,457,3.1,25.8,50.6,34.1,45.9,63.4,8.1,23.9,15798,5,4,5,2,1
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,16-17,5167.7,3.6,2.8,0.8,-0.3,-0.2,0,5149,91.8,84.5,7,0.4,-0.6,-0.9,0.7,-0.4,96.1,-0.2,86.6,3.5,3.7,3.5,9.7,5.4,448,8.7,19,58.9,29.5,52.2,72.9,5.8,21.3,5221,2,4,2,2,3
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,16-17,6954.7,4.8,3.4,1.4,-0.1,0.3,-0.4,6968,93.2,77.7,8.3,7.3,-0.3,-2.3,0.8,1.2,98.4,-0.4,85.3,4.3,4.4,6.1,10.3,8.7,97.7,1.4,28.3,46.2,29,47,66.8,6.6,25.3,7470,3,4,3,3,5
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,16-17,6966,3.2,2.5,0.7,-0.9,0,-0.9,6958,93.4,82.3,8.8,2.4,-0.7,-2.5,1.5,0.3,95.7,1.2,87,2.7,4.7,9,8.3,5.1,157.3,2.3,18.6,60.3,37.1,51.4,76.2,5.2,21.2,7590,2,3,1,3,2
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",16-17,6075.3,5.6,5.2,0.5,0.3,0.4,-0.1,6080,86.8,74.6,9.3,2.9,-3.6,-4.7,1.8,-0.7,97.4,0,80.7,4.8,5.1,8.5,14.2,9.4,522.7,8.6,23.8,43.3,30.6,47.5,65.8,6.4,22.1,5632,4,5,1,1,4
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,16-17,10845.3,3.3,2.3,0.9,-0.8,-0.3,-0.5,10829,93.1,84.7,7.5,0.8,-0.1,-2.4,1.9,0.4,96.9,0.2,91.6,2.9,4.5,8.5,4,6.4,601.7,5.5,17.6,60.7,32.1,49.5,71,5.5,21.4,11131,2,3,2,3,4
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,16-17,17424,7.8,2.5,5.3,-0.1,0.2,-0.3,17464,90.5,83.1,4.8,2.5,-1,-2.8,1.3,0.5,93.2,-0.1,84.8,6.8,4.2,13.6,11,13.1,378,2.2,25.5,53.1,31.4,49.2,69.9,5.7,23.2,17501,5,3,5,1,1
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,16-17,3766.7,6.3,5.8,0.5,0.1,0.1,0,3756,89.4,80.4,6.5,2.5,-0.6,-0.7,0.3,-0.2,95.4,0.4,87.3,5.1,4.7,13.7,8.1,14.7,172,4.6,24.4,49.2,34.6,45.8,66.3,7.1,23.4,4002,5,5,1,1,2
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,16-17,3901.3,6.4,2.7,3.6,1.2,0.4,0.8,3921,92.5,85.9,5.7,0.9,-0.8,-1.2,0.2,0.2,92.5,5,80.7,5.2,4.7,8.9,14.6,11.7,56.7,1.5,20.6,53.6,33.9,47.6,70.1,5.8,22,4182,5,3,5,3,1
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,16-17,11655,4.7,1.7,3.1,-6.6,0.5,-7.2,11662,95.3,88.9,4.6,1.8,2,1.5,0.4,0.2,96.5,2.3,97.1,4.7,2.8,4.3,0.1,0,59,0.5,28.8,62.6,34.9,52.5,75.9,5.6,23.9,14566,3,1,5,4,3
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,16-17,6189.3,4.9,3.6,1.3,-0.7,-0.5,-0.3,6208,89.8,80.3,5.4,4.1,-1.2,-0.6,0.3,-0.9,97,-1.1,83.7,4.5,5.2,8.9,11.2,6.3,125,2,21.3,49.5,29.8,48.7,70,5.7,22.8,6300,3,4,3,1,4
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,16-17,12172,6.8,4,2.9,-0.5,0,-0.5,12173,90.7,82.2,6,2.5,-0.6,-1.3,1,-0.3,91.2,-1.1,89.7,6.2,5,13,5.3,12.7,173.3,1.4,29.2,57.3,30.8,48.1,66.9,6.5,24.8,13141,5,5,4,1,1
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,16-17,7664,4.3,2.8,1.5,-0.1,-0.2,0,7701,91.3,84.8,4.7,1.8,-1,-2.6,1.2,0.4,98.1,-0.1,94.4,4,4.2,9.9,1.4,8.7,438.7,5.7,14.4,51.4,29.3,50.1,72.9,5.8,21.9,7965,3,4,3,2,5
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,16-17,3617.7,2.2,1.2,1,-0.8,-0.6,-0.3,3618,95.3,87.1,7.2,1,1.6,0.7,1.3,-0.4,96.7,-0.1,87.6,1.6,3.3,1.1,9,7.7,36.3,1,21.1,63.7,34.2,55.3,79,5.1,23.6,4088,1,1,2,4,3
